customer_id,payment_method,monthly_charges,total_charges,total_charges_missing_flag
5287-QWLKY,Credit card (automatic),105.1,7548.1,0
0795-XCCTE,Bank transfer (automatic),25.4,1809.35,0
0168-XZKBB,Electronic check,86.85,1564.4,0
3785-NRHYR,Mailed check,19.65,19.65,0
5196-SGOAK,Electronic check,75.7,75.7,0
4537-DKTAL,Electronic check,45.55,84.4,0
7072-MBHEV,Credit card (automatic),78.1,864.85,0
5602-BVFMK,Mailed check,19.3,228.75,0
6297-NOOPG,Electronic check,110.5,7752.05,0
1891-UAWWU,Electronic check,90.8,1951.0,0
8204-TIFGJ,Bank transfer (automatic),20.3,470.6,0
8050-DVOJX,Credit card (automatic),81.35,4060.9,0
6108-OQZDQ,Electronic check,97.95,384.5,0
0363-QJVFX,Credit card (automatic),108.15,3432.9,0
8903-XEBGX,Electronic check,55.3,108.65,0
8169-SAEJD,Credit card (automatic),56.55,3952.65,0
9840-DVNDC,Credit card (automatic),80.5,463.05,0
1089-XZWHH,Mailed check,19.7,494.05,0
2325-WINES,Credit card (automatic),104.05,3416.85,0
6064-ZATLR,Bank transfer (automatic),52.85,1498.65,0
3096-JRDSO,Bank transfer (automatic),104.3,2867.75,0
7824-PANSQ,Bank transfer (automatic),80.65,4807.35,0
8042-JVNFH,Mailed check,71.35,71.35,0
9648-BCHKM,Credit card (automatic),24.65,471.35,0
2888-ADFAO,Bank transfer (automatic),21.3,1041.8,0
8707-HOEDG,Electronic check,110.2,7689.8,0
3374-LXDEV,Electronic check,89.4,1132.35,0
4072-IPYLT,Credit card (automatic),51.05,1815.0,0
7167-PCEYD,Mailed check,19.8,1311.3,0
4936-YPJNK,Mailed check,19.9,199.45,0
1580-BMCMR,Electronic check,87.3,1637.3,0
4817-KEQSP,Bank transfer (automatic),19.85,1326.35,0
6408-WHTEF,Mailed check,89.4,6376.55,0
9251-AWQGT,Mailed check,20.0,935.9,0
8749-CLJXC,Mailed check,20.05,20.05,0
7989-VCQOH,Electronic check,83.25,1611.15,0
5049-GLYVG,Mailed check,20.6,20.6,0
4199-QHJNM,Bank transfer (automatic),102.9,6989.7,0
8882-TLVRW,Mailed check,39.1,2779.5,0
5883-GTGVD,Electronic check,99.95,1931.75,0
5135-GRQJV,Mailed check,114.5,8331.95,0
2384-OVPSA,Mailed check,20.2,735.9,0
1371-WEPDS,Electronic check,55.8,2283.3,0
3580-GICBM,Mailed check,24.2,1445.2,0
4817-QRJSX,Credit card (automatic),81.0,818.05,0
9730-DRTMJ,Credit card (automatic),72.8,2333.05,0
4686-UXDML,Credit card (automatic),99.85,1992.55,0
3349-ANQNH,Electronic check,99.5,5890.0,0
2398-YPMUR,Electronic check,70.15,916.75,0
0932-YIXYU,Credit card (automatic),20.25,1029.8,0
7480-SPLEF,Bank transfer (automatic),26.0,1796.55,0
7636-XUHWW,Credit card (automatic),19.9,33.7,0
1431-CYWMH,Bank transfer (automatic),19.05,454.05,0
5937-EORGB,Electronic check,96.5,1392.25,0
6349-JDHQP,Credit card (automatic),19.85,1049.6,0
5539-HIVAK,Mailed check,25.7,734.6,0
5847-MXBEO,Mailed check,20.3,475.1,0
9985-MWVIX,Mailed check,70.15,70.15,0
4583-PARNH,Electronic check,91.55,1540.05,0
1116-FRYVH,Mailed check,39.4,1978.65,0
1421-HCERK,Bank transfer (automatic),105.7,3181.8,0
9633-XQABV,Electronic check,70.25,229.7,0
0716-BQNDX,Electronic check,93.75,5625.55,0
1265-XTECC,Credit card (automatic),96.55,6581.9,0
1183-CANVH,Bank transfer (automatic),60.0,1347.15,0
1972-XMUWV,Credit card (automatic),59.8,3808.2,0
8679-LZBMD,Bank transfer (automatic),90.65,3974.15,0
3407-JMJQQ,Bank transfer (automatic),109.0,7661.8,0
6252-DFGTK,Credit card (automatic),68.1,2479.25,0
1539-LNKHM,Mailed check,20.4,266.6,0
8645-KOMJQ,Bank transfer (automatic),81.95,5601.4,0
0289-IVARM,Electronic check,60.55,1982.6,0
9761-XUJWD,Bank transfer (automatic),65.6,339.9,0
4057-FKCZK,Bank transfer (automatic),82.5,4828.05,0
4291-TPNFG,Bank transfer (automatic),82.3,5980.55,0
6087-YPWHO,Mailed check,68.15,4808.7,0
3090-QFUVD,Credit card (automatic),20.3,20.3,0
2237-ZFSMY,Electronic check,95.55,3692.85,0
1722-LDZJS,Credit card (automatic),20.2,1068.15,0
1818-ESQMW,Electronic check,89.2,2383.6,0
4871-JTKJF,Electronic check,69.65,69.65,0
1415-YFWLT,Electronic check,89.3,89.3,0
7401-RUBNK,Electronic check,74.8,1438.05,0
0506-YLVKJ,Mailed check,20.2,917.45,0
8661-BOYNW,Credit card (automatic),84.4,6096.45,0
6711-VTNRE,Electronic check,87.55,3078.1,0
4815-GBTCD,Electronic check,25.15,99.95,0
2805-AUFQN,Credit card (automatic),19.8,475.2,0
0980-PVMRC,Electronic check,50.85,2036.55,0
7233-DRTRF,Electronic check,102.4,6444.05,0
3500-RMZLT,Mailed check,96.3,1426.75,0
3873-NFTGI,Credit card (automatic),55.5,767.55,0
1162-ECVII,Bank transfer (automatic),109.75,7932.5,0
7048-GXDAY,Electronic check,106.4,4040.65,0
8571-ZCMCX,Credit card (automatic),60.0,2768.65,0
1169-WCVAK,Credit card (automatic),88.8,1672.35,0
4548-SDBKE,Electronic check,85.2,474.8,0
8066-POXGX,Electronic check,35.1,446.1,0
7129-CAKJW,Bank transfer (automatic),80.05,1345.65,0
8695-ARGXZ,Electronic check,75.55,2425.4,0
3570-YUEKJ,Electronic check,49.55,2077.95,0
4143-OOBWZ,Electronic check,81.3,416.3,0
1555-HAPSU,Credit card (automatic),23.9,1663.5,0
1697-NVVGY,Bank transfer (automatic),66.4,1286.05,0
7854-EKTJL,Electronic check,19.6,35.85,0
8464-EETCQ,Credit card (automatic),18.8,1094.35,0
2419-FSORS,Electronic check,108.4,7719.5,0
8132-YPVBX,Mailed check,85.95,514.6,0
9102-IAYHT,Electronic check,85.45,1451.6,0
6754-LZUKA,Bank transfer (automatic),80.9,4932.5,0
3422-LYEPQ,Electronic check,71.0,71.0,0
8099-MZPUJ,Credit card (automatic),111.8,5443.65,0
0787-LHDYT,Credit card (automatic),20.6,330.25,0
2642-DTVCO,Electronic check,85.05,746.5,0
0374-IOEGQ,Electronic check,44.6,122.7,0
4361-JEIVL,Electronic check,44.4,44.4,0
3197-NNYNB,Credit card (automatic),105.1,6631.85,0
3396-DKDEL,Credit card (automatic),115.15,8250.0,0
1752-OZXFY,Mailed check,59.8,3561.15,0
9066-QRSDU,Electronic check,26.3,1763.55,0
9112-WSNPU,Electronic check,70.55,2419.0,0
9867-NNXLC,Mailed check,20.05,470.2,0
5321-NTRKC,Bank transfer (automatic),79.85,5234.95,0
1363-TXLSL,Electronic check,70.3,70.3,0
9507-EXLTT,Bank transfer (automatic),79.35,79.35,0
3161-GETRM,Credit card (automatic),90.05,3097.0,0
0402-OAMEN,Bank transfer (automatic),24.45,1709.1,0
6933-VLYFX,Electronic check,59.95,1848.8,0
6754-WKSHP,Bank transfer (automatic),25.35,723.3,0
9846-GKXAS,Bank transfer (automatic),90.8,809.75,0
6017-PPLPX,Electronic check,70.45,1470.95,0
4976-LNFVV,Credit card (automatic),34.3,577.15,0
5055-MGMGF,Electronic check,105.05,6914.95,0
4641-FROLU,Mailed check,19.3,602.9,0
2862-JVEOY,Mailed check,19.15,124.4,0
2969-QWUBZ,Electronic check,51.4,96.8,0
9822-BIIGN,Electronic check,71.85,3827.9,0
2077-MPJQO,Electronic check,75.4,533.05,0
1534-OULXE,Bank transfer (automatic),49.7,2961.4,0
7136-RVDTZ,Electronic check,45.25,3264.45,0
2971-SGAFL,Electronic check,78.75,995.35,0
1480-IVEVR,Bank transfer (automatic),81.6,2815.25,0
2905-KFQUV,Credit card (automatic),70.4,154.8,0
4581-SSPWD,Electronic check,75.8,246.3,0
3370-HXOPH,Electronic check,76.1,257.6,0
9391-YZEJW,Bank transfer (automatic),94.0,5757.2,0
9958-MEKUC,Credit card (automatic),103.95,7517.7,0
0281-CNTZX,Bank transfer (automatic),19.95,1234.8,0
6927-WTFIV,Credit card (automatic),71.3,1389.2,0
4118-CEVPF,Bank transfer (automatic),110.8,3836.3,0
3398-ZOUAA,Electronic check,69.1,1474.75,0
9114-VEPUF,Electronic check,96.1,6001.45,0
7876-BEUTG,Mailed check,48.8,720.1,0
2338-BQEZT,Credit card (automatic),50.55,2832.75,0
9873-MNDKV,Mailed check,44.65,472.25,0
0378-NHQXU,Electronic check,88.25,1460.65,0
8241-JUIQO,Bank transfer (automatic),19.45,1336.35,0
2194-IIQOF,Credit card (automatic),89.3,6388.65,0
4512-ZUIYL,Bank transfer (automatic),70.0,153.05,0
9631-RXVJM,Mailed check,19.25,677.9,0
9584-EXCDZ,Bank transfer (automatic),70.5,1165.6,0
7969-AULMZ,Electronic check,97.35,2119.5,0
5093-FEGLU,Bank transfer (automatic),19.65,921.55,0
2621-UDNLU,Mailed check,20.85,72.0,0
7526-IVLYU,Mailed check,19.65,68.35,0
2428-HYUNX,Credit card (automatic),19.35,847.25,0
9214-EKVXR,Mailed check,44.0,44.0,0
3410-MHHUM,Electronic check,94.4,4295.35,0
0568-ONFPC,Bank transfer (automatic),25.9,135.0,0
0733-VUNUW,Bank transfer (automatic),55.65,1400.55,0
4550-EVXNY,Electronic check,69.65,69.65,0
2122-YWVYA,Electronic check,75.4,1380.4,0
2968-SSGAA,Electronic check,100.6,1060.2,0
2296-DKZFP,Bank transfer (automatic),71.0,4386.2,0
4844-JJWUY,Electronic check,86.0,86.0,0
6777-TGHTM,Credit card (automatic),106.95,5785.5,0
8909-BOLNL,Mailed check,21.2,52.05,0
6603-YRDCJ,Mailed check,61.05,2018.4,0
3538-WZPHD,Electronic check,29.6,79.45,0
3229-USWAR,Bank transfer (automatic),79.95,2727.3,0
2138-VFAPZ,Mailed check,19.7,263.65,0
6131-JLWZM,Mailed check,20.3,275.4,0
4785-QRJHC,Bank transfer (automatic),59.9,2816.65,0
0269-XFESX,Mailed check,24.35,538.5,0
1709-EJDOX,Mailed check,19.75,948.9,0
4316-XCSLJ,Mailed check,50.3,846.8,0
8610-WFCJF,Electronic check,95.6,4783.5,0
9693-XMUOB,Electronic check,50.25,2997.45,0
0383-CLDDA,Credit card (automatic),85.35,5897.4,0
4905-JEFDW,Electronic check,41.6,470.6,0
2709-UQGNP,Mailed check,51.65,524.5,0
3549-ZTMNH,Bank transfer (automatic),24.0,269.65,0
7881-INRLC,Credit card (automatic),100.85,4740.0,0
8033-ATFAS,Mailed check,59.85,2341.5,0
1635-NZATJ,Credit card (automatic),25.45,1789.65,0
0562-HKHML,Credit card (automatic),23.9,1626.4,0
8277-RVRSV,Credit card (automatic),24.15,800.3,0
9943-VSZUV,Mailed check,75.7,5060.85,0
0117-LFRMW,Bank transfer (automatic),40.2,1448.8,0
6172-FECYY,Electronic check,84.5,4254.85,0
7054-ENNGU,Mailed check,50.85,466.6,0
1455-HFBXA,Credit card (automatic),91.6,4627.8,0
9402-CXWPL,Electronic check,98.9,6838.6,0
1628-BIZYP,Electronic check,85.0,85.0,0
1965-AKTSX,Electronic check,78.95,1101.85,0
0082-LDZUE,Mailed check,44.3,44.3,0
4786-UKSNZ,Mailed check,20.2,20.2,0
5343-SGUBI,Mailed check,80.2,4297.6,0
0856-NAOES,Mailed check,60.9,414.1,0
1976-AZZPJ,Mailed check,34.2,256.6,0
7248-VZQLC,Bank transfer (automatic),85.2,3969.35,0
6156-UZDLF,Credit card (automatic),87.15,2274.1,0
3099-OONVS,Electronic check,54.3,1296.8,0
9500-WBGRP,Mailed check,19.1,1268.85,0
5183-KLYEM,Credit card (automatic),112.75,8192.6,0
5144-PQCDZ,Mailed check,19.95,59.25,0
8514-VZHEB,Mailed check,19.5,1147.85,0
6625-IUTTT,Bank transfer (automatic),65.55,4361.55,0
9355-NPPFS,Electronic check,78.8,2006.1,0
0068-FIGTF,Mailed check,78.2,2078.95,0
5965-GGPRW,Bank transfer (automatic),105.25,7609.75,0
8035-PWSEV,Electronic check,89.25,487.05,0
2236-HILPA,Credit card (automatic),20.65,1218.45,0
1840-BIUOG,Electronic check,68.7,1416.2,0
1356-MKYSK,Credit card (automatic),78.65,483.3,0
6080-LNESI,Mailed check,24.75,1234.6,0
1830-IPXVJ,Credit card (automatic),19.75,1311.6,0
5828-DWPIL,Electronic check,89.1,5618.3,0
8398-TBIYD,Bank transfer (automatic),84.7,6185.15,0
0011-IGKFF,Electronic check,98.0,1237.85,0
4192-GORJT,Electronic check,94.45,498.1,0
6496-SLWHQ,Electronic check,105.0,294.45,0
9912-GVSEQ,Electronic check,93.85,2381.55,0
2931-FSOHN,Electronic check,59.9,788.35,0
9418-RUKPH,Mailed check,19.95,756.4,0
5383-MMTWC,Electronic check,84.0,613.4,0
9971-ZWPBF,Electronic check,108.9,3625.2,0
4712-AUQZO,Mailed check,33.6,550.35,0
9711-FJTBX,Mailed check,85.85,4793.8,0
2908-ZTPNF,Bank transfer (automatic),34.85,1267.2,0
7240-ETPTR,Electronic check,48.75,442.2,0
2202-CUYXZ,Electronic check,84.85,84.85,0
5995-OIGLP,Mailed check,56.65,654.85,0
8421-WZOOW,Credit card (automatic),95.3,5567.45,0
6261-RCVNS,Credit card (automatic),73.9,3160.55,0
7951-QKZPL,Mailed check,24.5,740.3,0
1414-YADCW,Bank transfer (automatic),84.6,5706.2,0
8756-RDDLT,Electronic check,44.95,3085.35,0
2862-PFNIK,Electronic check,24.7,24.7,0
5816-QVHRX,Credit card (automatic),100.3,3541.4,0
4430-YHXGG,Mailed check,25.45,84.2,0
6888-SBYAI,Mailed check,50.7,50.7,0
7395-XWZOY,Credit card (automatic),55.0,1165.55,0
7169-YWAMK,Bank transfer (automatic),68.4,4855.35,0
3640-PHQXK,Electronic check,89.9,2806.9,0
6877-LGWXO,Electronic check,78.55,1422.65,0
6859-RKMZJ,Bank transfer (automatic),55.05,608.15,0
2729-VNVAP,Credit card (automatic),19.8,641.35,0
2957-JIRMN,Electronic check,84.45,4959.15,0
2049-BAFNW,Mailed check,35.9,35.9,0
3842-QTGDL,Bank transfer (automatic),80.75,1321.3,0
7163-OCEQI,Mailed check,78.65,1663.75,0
9782-LGXMC,Bank transfer (automatic),61.75,3024.15,0
5975-BAICR,Credit card (automatic),63.7,2188.5,0
8019-ENHXU,Electronic check,99.45,4138.05,0
5167-GBFRE,Bank transfer (automatic),25.2,102.5,0
9033-EOXWV,Mailed check,74.05,872.65,0
4673-KKSLS,Electronic check,87.6,2724.25,0
4853-OITSN,Electronic check,89.15,413.25,0
9800-OUIGR,Credit card (automatic),20.0,1374.2,0
1324-NLTJE,Credit card (automatic),55.0,757.1,0
2324-EFHVG,Bank transfer (automatic),104.4,6692.65,0
7094-MSZAO,Credit card (automatic),20.05,218.5,0
1522-VVDMG,Electronic check,89.75,608.8,0
6907-CQGPN,Electronic check,34.3,1004.75,0
0780-XNZFN,Bank transfer (automatic),20.65,1125.6,0
0239-OXEXL,Mailed check,84.25,3847.6,0
2675-IJRGJ,Bank transfer (automatic),19.65,978.0,0
7049-GKVZY,Credit card (automatic),79.85,1387.35,0
8577-QSOCG,Mailed check,20.2,746.05,0
3721-CNZHX,Mailed check,19.8,304.6,0
0212-ISBBF,Electronic check,50.35,1098.85,0
9185-TQCVP,Electronic check,85.15,1139.2,0
3585-YNADK,Bank transfer (automatic),74.6,4368.95,0
5271-DBYSJ,Credit card (automatic),79.15,827.7,0
1099-GODLO,Mailed check,20.35,20.35,0
6828-HMKWP,Bank transfer (automatic),21.05,262.05,0
5567-WSELE,Electronic check,94.6,279.55,0
1472-TNCWL,Electronic check,94.7,3512.5,0
8063-RJYNF,Electronic check,94.25,1483.25,0
0687-ZVTHB,Credit card (automatic),72.45,4653.85,0
2080-GKCWQ,Electronic check,74.95,151.75,0
9661-ACXBS,Electronic check,105.2,4400.75,0
2193-SFWQW,Bank transfer (automatic),111.95,8033.1,0
5656-JAMLX,Bank transfer (automatic),19.85,1253.65,0
3462-BJQQA,Electronic check,89.75,552.65,0
0442-TDYUO,Mailed check,20.05,1036.0,0
6733-LRIZX,Electronic check,108.95,4025.5,0
9503-XJUME,Credit card (automatic),19.65,928.4,0
4367-NHWMM,Mailed check,24.9,24.9,0
3727-RJMEO,Electronic check,82.85,460.25,0
3779-OSWCF,Credit card (automatic),93.2,6506.15,0
6736-DHUQI,Bank transfer (automatic),84.8,5598.3,0
3915-ODIYG,Electronic check,71.75,4374.55,0
1360-RCYRT,Bank transfer (automatic),30.35,678.75,0
2724-FJDYW,Bank transfer (automatic),54.85,2191.7,0
4451-RWASJ,Mailed check,19.5,239.75,0
6646-VRFOL,Electronic check,103.85,5485.5,0
3460-TJBWI,Mailed check,24.2,609.05,0
5917-HBSDW,Electronic check,19.35,683.75,0
5685-IIXLY,Electronic check,83.6,404.2,0
5671-UUNXD,Electronic check,100.65,5189.75,0
0956-ACVZC,Credit card (automatic),94.1,5060.9,0
2325-NBPZG,Electronic check,74.55,233.65,0
4250-ZBWLV,Electronic check,108.45,7176.55,0
4482-FTFFX,Electronic check,56.15,291.45,0
8859-DZTGQ,Mailed check,20.35,689.75,0
0440-MOGPM,Electronic check,80.55,3263.9,0
0020-JDNXP,Mailed check,61.25,1993.2,0
3752-CQSJI,Mailed check,20.45,254.5,0
5025-GOOKI,Credit card (automatic),18.9,347.65,0
4698-KVLLG,Credit card (automatic),19.6,967.9,0
5095-AESKG,Credit card (automatic),91.5,242.95,0
2887-JPYLU,Bank transfer (automatic),45.2,1841.9,0
4770-QAZXN,Credit card (automatic),19.45,232.1,0
4896-CPRPF,Bank transfer (automatic),25.45,809.25,0
1871-MOWRM,Bank transfer (automatic),80.85,866.45,0
9714-EDSUC,Mailed check,94.9,360.55,0
2027-OAQQC,Bank transfer (automatic),49.05,2076.2,0
0282-NVSJS,Mailed check,29.3,355.9,0
9090-SGQXL,Electronic check,105.3,7299.65,0
6595-YGXIT,Electronic check,88.95,2291.2,0
7353-YOWFP,Mailed check,20.25,129.15,0
9835-ZIITK,Electronic check,110.85,7491.75,0
8008-ESFLK,Electronic check,110.5,5835.5,0
7537-CBQUZ,Bank transfer (automatic),109.4,7031.45,0
1555-DJEQW,Bank transfer (automatic),114.2,7723.9,0
5649-TJHOV,Bank transfer (automatic),36.5,1032.0,0
0519-XUZJU,Mailed check,70.75,70.75,0
3363-EWLGO,Mailed check,19.95,109.6,0
4750-UKWJK,Mailed check,19.6,727.8,0
6338-AVWCY,Mailed check,40.15,130.75,0
1689-YQBYY,Electronic check,76.6,893.0,0
4487-ZYJZK,Credit card (automatic),19.6,763.1,0
2959-FENLU,Credit card (automatic),85.3,781.4,0
0708-LGSMF,Electronic check,65.85,902.25,0
9253-QXKBE,Electronic check,94.45,2653.65,0
7634-HLQJR,Credit card (automatic),20.05,1016.7,0
0487-RPVUM,Bank transfer (automatic),99.4,5943.65,0
4079-ULGFR,Mailed check,20.0,275.7,0
2516-XSJKX,Electronic check,78.45,3126.45,0
0057-QBUQH,Electronic check,25.1,1070.15,0
9445-SZLCH,Bank transfer (automatic),97.35,3457.9,0
6599-SFQVE,Electronic check,55.0,340.4,0
8331-ZXFOE,Credit card (automatic),71.1,4299.2,0
4003-FUSHP,Credit card (automatic),61.55,1093.2,0
0356-ERHVT,Bank transfer (automatic),45.9,521.9,0
7325-ENZFI,Bank transfer (automatic),40.3,1630.4,0
4884-ZTHVF,Electronic check,87.1,713.6,0
3920-HIHMQ,Mailed check,49.5,1265.65,0
3055-OYMSE,Credit card (automatic),73.8,4003.85,0
0613-WUXUM,Mailed check,19.2,1401.4,0
7568-PODML,Mailed check,45.3,45.3,0
4458-KVRBJ,Mailed check,25.0,1510.5,0
5349-IECLD,Electronic check,94.95,178.1,0
1397-XKKWR,Mailed check,35.3,264.8,0
3945-GFWQL,Electronic check,44.55,480.6,0
8097-OMULG,Credit card (automatic),76.75,4541.9,0
6013-BHCAW,Bank transfer (automatic),81.0,4976.15,0
0401-WDBXM,Bank transfer (automatic),105.55,7542.25,0
3387-PLKUI,Mailed check,18.8,251.25,0
6096-EGVTU,Mailed check,24.9,1595.5,0
3797-VTIDR,Electronic check,23.45,23.45,0
5081-NWSUP,Mailed check,64.9,685.55,0
2580-ATZSQ,Bank transfer (automatic),61.35,3874.1,0
8085-MSNLK,Mailed check,113.95,6891.4,0
9691-HKOVS,Electronic check,90.15,4916.95,0
9881-VCZEP,Electronic check,54.1,1373.0,0
9526-BIHHD,Mailed check,29.7,29.7,0
8757-TFHHJ,Credit card (automatic),49.8,49.8,0
4523-WXCEF,Electronic check,101.1,6039.9,0
1468-DEFNC,Bank transfer (automatic),24.4,1548.65,0
5119-KEPFY,Bank transfer (automatic),95.0,3440.25,0
8364-TRMMK,Mailed check,50.65,151.3,0
0916-KNFAJ,Mailed check,69.9,4226.7,0
8319-QBEHW,Bank transfer (automatic),39.95,1023.75,0
3063-QFSZL,Electronic check,55.4,55.4,0
8775-LHDJH,Electronic check,90.6,90.6,0
9625-QNLUX,Credit card (automatic),103.25,7074.4,0
3097-NQYSN,Mailed check,86.85,156.35,0
4024-CSNBY,Bank transfer (automatic),94.25,6849.75,0
7110-BDTWG,Electronic check,47.05,3263.6,0
7493-GVFIO,Credit card (automatic),20.55,1252.85,0
0690-SRQID,Mailed check,19.65,67.55,0
9605-WGJVW,Electronic check,70.2,70.2,0
9114-DPSIA,Credit card (automatic),81.0,5750.0,0
4700-UBQMV,Bank transfer (automatic),75.9,1549.75,0
7711-GQBZC,Bank transfer (automatic),24.7,1810.55,0
3565-UNOCC,Bank transfer (automatic),99.05,2952.85,0
4627-MIHJH,Credit card (automatic),110.25,7467.55,0
9795-NREXC,Credit card (automatic),85.0,5484.4,0
8573-CGOCC,Credit card (automatic),19.75,294.9,0
7356-AYNJP,Electronic check,23.9,97.5,0
9249-FXSCK,Credit card (automatic),111.25,5916.45,0
5493-SDRDQ,Mailed check,55.1,113.35,0
6286-SUUWT,Mailed check,19.95,19.95,0
4819-HJPIW,Mailed check,25.15,476.8,0
8654-DHAOW,Mailed check,54.15,101.65,0
5438-QMDDL,Mailed check,59.8,1130.85,0
9812-GHVRI,Bank transfer (automatic),83.85,3532.25,0
5553-AOINX,Electronic check,104.9,6891.45,0
1228-ZLNBX,Mailed check,75.3,1570.7,0
4226-KKDON,Electronic check,66.65,520.95,0
3831-YCPUO,Credit card (automatic),109.5,7854.9,0
7445-WMRBW,Bank transfer (automatic),73.85,3581.4,0
3308-DGHKL,Bank transfer (automatic),19.3,1447.9,0
9924-JPRMC,Electronic check,118.2,8547.15,0
0080-EMYVY,Credit card (automatic),51.45,727.85,0
6218-KNUBD,Electronic check,59.45,357.6,0
7337-CINUD,Bank transfer (automatic),19.5,159.35,0
7609-NRNCA,Mailed check,19.55,280.85,0
0623-EJQEG,Electronic check,93.55,6069.25,0
7153-CHRBV,Mailed check,59.3,3274.35,0
0871-URUWO,Credit card (automatic),102.25,1359.0,0
9190-MFJLN,Credit card (automatic),95.9,1777.9,0
6198-PNNSZ,Bank transfer (automatic),109.8,6109.65,0
3317-VLGQT,Electronic check,78.1,1122.4,0
4132-POCZS,Electronic check,39.9,2020.9,0
5614-DNZCE,Credit card (automatic),64.9,3795.45,0
1095-JUDTC,Electronic check,95.05,4504.55,0
3896-RCYYE,Credit card (automatic),53.4,3579.15,0
9638-JIQYA,Credit card (automatic),24.9,49.7,0
3258-SANFR,Credit card (automatic),44.7,276.5,0
3726-TBHQT,Bank transfer (automatic),114.0,8175.9,0
3190-ITQXP,Bank transfer (automatic),20.25,890.35,0
0870-VEMYL,Credit card (automatic),53.85,259.8,0
4833-QTJNO,Bank transfer (automatic),83.85,5588.8,0
3039-MJSLN,Bank transfer (automatic),20.2,50.6,0
0178-CIIKR,Mailed check,19.95,58.0,0
5385-SUIRI,Electronic check,104.2,5568.35,0
3982-XWFZQ,Electronic check,50.25,2203.65,0
5774-QPLTF,Mailed check,20.35,938.95,0
2322-VCZHZ,Electronic check,90.0,2024.1,0
5010-IPEAQ,Credit card (automatic),54.2,3623.95,0
4009-ALQFH,Electronic check,99.5,2369.05,0
6383-ZTSIW,Mailed check,99.1,3877.95,0
8990-YOZLV,Mailed check,66.9,4577.9,0
3069-SSVSN,Mailed check,25.85,25.85,0
5222-IMUKT,Electronic check,91.05,2871.5,0
3627-FCRDW,Electronic check,71.0,672.55,0
7562-GSUHK,Credit card (automatic),93.2,1573.7,0
6685-XSHHU,Bank transfer (automatic),20.95,1270.55,0
8901-UPRHR,Bank transfer (automatic),109.2,7711.45,0
4903-UYAVB,Mailed check,19.35,126.05,0
0118-JPNOY,Credit card (automatic),85.8,2193.65,0
6776-TLWOI,Mailed check,19.85,64.55,0
3845-FXCYS,Electronic check,19.65,31.2,0
5857-XRECV,Bank transfer (automatic),20.5,38.25,0
0725-CXOTM,Credit card (automatic),89.65,3348.1,0
4343-EJVQB,Mailed check,74.35,533.6,0
9000-PLFUZ,Credit card (automatic),49.45,2907.55,0
3427-GGZZI,Electronic check,89.1,1620.8,0
7779-ORAEL,Credit card (automatic),75.15,3480.35,0
0644-OQMDK,Electronic check,70.65,293.85,0
4077-CROMM,Electronic check,104.2,3243.45,0
3154-CFSZG,Electronic check,90.05,4137.2,0
2868-MZAGQ,Electronic check,79.25,79.25,0
4847-QNOKA,Bank transfer (automatic),44.9,44.9,0
2220-IAHLS,Credit card (automatic),19.4,19.4,0
1658-XUHBX,Credit card (automatic),88.75,5348.65,0
6379-RXJRQ,Electronic check,70.1,659.65,0
2378-HTWFW,Credit card (automatic),91.0,3180.5,0
8650-RHRKE,Electronic check,29.65,118.5,0
4377-VDHYI,Electronic check,90.8,3023.85,0
0475-RIJEP,Electronic check,77.85,3365.85,0
1260-TTRXI,Electronic check,54.3,195.3,0
3719-TDVQB,Mailed check,18.95,1031.1,0
6328-ZPBGN,Bank transfer (automatic),95.15,997.65,0
0201-MIBOL,Bank transfer (automatic),102.4,6471.85,0
4937-QPZPO,Electronic check,99.9,6241.35,0
2925-VDZHY,Credit card (automatic),88.7,6501.35,0
6981-TDRFT,Electronic check,54.3,2317.1,0
3413-CSSTH,Bank transfer (automatic),55.7,2237.55,0
8033-VCZGH,Electronic check,103.95,5231.3,0
4789-KWMXN,Credit card (automatic),110.85,5275.8,0
0224-NIJLP,Mailed check,20.15,165.5,0
7542-CYDDM,Mailed check,20.05,358.5,0
4718-WXBGI,Credit card (automatic),91.95,6614.9,0
2867-UIMSS,Electronic check,80.5,80.5,0
8495-PRWFH,Electronic check,55.65,2421.75,0
0439-IFYUN,Electronic check,74.7,1294.6,0
5716-LIBJC,Credit card (automatic),104.15,1299.1,0
2868-LLSKM,Bank transfer (automatic),83.65,5733.4,0
8111-RKSPX,Bank transfer (automatic),72.2,305.55,0
2988-QRAJY,Credit card (automatic),110.05,7430.75,0
1585-MQSSU,Mailed check,51.5,900.5,0
0071-NDAFP,Credit card (automatic),25.5,630.6,0
2856-NNASM,Mailed check,89.55,3856.75,0
7328-ZJAJO,Credit card (automatic),19.5,1222.65,0
6458-CYIDZ,Electronic check,80.7,374.8,0
8559-CIZFV,Mailed check,77.5,1625.0,0
1090-PYKCI,Credit card (automatic),105.1,7234.8,0
3058-WQDRE,Bank transfer (automatic),25.15,331.85,0
7547-EKNFS,Bank transfer (automatic),95.25,3959.35,0
2279-AXJJK,Credit card (automatic),95.65,5088.4,0
6769-DYBQN,Electronic check,85.0,3969.4,0
0909-SELIE,Bank transfer (automatic),80.8,4860.85,0
3417-TSCIC,Mailed check,24.85,788.05,0
1042-HFUCW,Credit card (automatic),54.75,1266.35,0
4439-JMPMT,Electronic check,85.75,470.95,0
6537-OTKMY,Electronic check,50.75,688.2,0
