customer_id,contract,paperless_billing,churn
6168-WFVVF,Month-to-month,Yes,Yes
9860-LISIZ,Month-to-month,No,No
0112-QAWRZ,Month-to-month,Yes,No
0877-SDMBN,One year,Yes,Yes
2786-GCDPI,Month-to-month,Yes,No
4043-MKDTV,Two year,Yes,No
8065-YKXKD,Month-to-month,Yes,Yes
9637-EIHEQ,Month-to-month,Yes,Yes
9229-RQABD,One year,No,No
8313-KTIHG,Month-to-month,Yes,No
5320-BRKGK,Two year,No,No
6284-KMNUF,One year,Yes,No
9689-PTNPG,Month-to-month,Yes,Yes
9465-RWMXL,Month-to-month,Yes,Yes
6229-UOLQL,One year,Yes,No
2362-IBOOY,Month-to-month,Yes,Yes
3137-LUPIX,Month-to-month,Yes,No
0843-WTBXE,Month-to-month,No,Yes
6143-JQKEA,Month-to-month,Yes,No
8676-OOQEJ,Month-to-month,No,No
5515-IDEJJ,Month-to-month,No,Yes
9701-CDXHR,Month-to-month,No,No
7450-NWRTR,Month-to-month,Yes,Yes
8124-NZVGJ,One year,Yes,No
2162-FRZAA,Two year,No,No
5376-DEQCP,Month-to-month,Yes,Yes
5118-MUEYH,Month-to-month,Yes,No
9095-HFAFX,Month-to-month,Yes,Yes
5627-TVBPP,One year,Yes,No
2379-ENZGV,Month-to-month,Yes,Yes
3936-QQFLL,Month-to-month,No,No
2589-AYCRP,One year,No,No
4067-HLYQI,Month-to-month,Yes,No
5124-EOGYE,Two year,No,No
5057-RKGLH,Two year,No,No
0292-WEGCH,Month-to-month,Yes,No
8910-ICHIU,One year,Yes,No
4097-YODCF,One year,Yes,No
9715-WZCLW,Two year,Yes,No
9786-YWNHU,Two year,No,No
6407-GSJNL,Two year,No,No
6005-OBZPH,Month-to-month,Yes,Yes
4049-ZPALD,Two year,Yes,No
7932-WPTDS,Month-to-month,Yes,Yes
3733-UOCWF,One year,Yes,No
6833-JMZYP,Month-to-month,Yes,No
2722-VOJQL,One year,Yes,Yes
1310-QRITU,Month-to-month,Yes,No
8961-QDZZJ,One year,Yes,No
9715-SBVSU,Two year,Yes,No
8490-BXHEO,Month-to-month,Yes,No
7173-TETGO,Two year,No,No
7929-SKFGK,Two year,No,No
2300-RQGOI,Two year,No,No
3563-SVYLG,Two year,No,No
5228-EXCET,Month-to-month,Yes,Yes
6435-VWCCY,Two year,Yes,No
4998-IKFSE,Month-to-month,No,No
8630-QSGXK,Two year,Yes,No
2455-USLMV,Month-to-month,Yes,No
7394-FKDNK,Month-to-month,No,Yes
9488-FVZCC,Two year,Yes,No
6331-LWDTQ,Month-to-month,Yes,Yes
5995-WWKKG,One year,Yes,No
1597-FZREH,Month-to-month,No,Yes
7879-CGSFV,One year,Yes,No
9921-EZKBY,Month-to-month,Yes,No
7432-FFVAR,One year,No,No
7246-ZGQDF,Month-to-month,No,No
7000-WCEVQ,Month-to-month,Yes,Yes
0727-IWKVK,Month-to-month,Yes,Yes
5959-BELXA,Month-to-month,Yes,Yes
4456-RHSNB,Month-to-month,Yes,No
3512-IZIKN,Two year,No,Yes
2481-SBOYW,Two year,Yes,No
7109-MFBYV,Month-to-month,No,No
1833-TCXKK,Month-to-month,Yes,No
1832-PEUTS,Two year,Yes,No
6141-OOXUQ,Month-to-month,No,Yes
8660-BUETV,Month-to-month,No,No
0580-PIQHM,One year,Yes,No
5696-CEIQJ,Two year,No,No
7503-ZGUZJ,Month-to-month,Yes,Yes
1696-HXOWK,One year,No,No
3026-ATZYV,One year,No,No
4012-YCFAI,Two year,Yes,No
2506-TNFCO,Month-to-month,Yes,Yes
9970-QBCDA,Month-to-month,No,No
8718-PTMEZ,Month-to-month,Yes,Yes
9496-IVVRP,Month-to-month,No,No
2207-OBZNX,Month-to-month,Yes,Yes
2657-VPXTA,Month-to-month,Yes,No
6551-VLJMV,Two year,No,No
1221-GHZEP,Two year,Yes,No
9289-LBQVU,One year,Yes,No
6142-VSJQO,Month-to-month,Yes,Yes
3458-IDMFK,Two year,Yes,No
6933-FHBZC,One year,Yes,No
0221-NAUXK,One year,Yes,No
9770-KXGQU,One year,No,No
6437-UKHMV,Month-to-month,Yes,Yes
6538-POCHL,Month-to-month,Yes,No
6726-NNFWD,Two year,No,No
3002-WQZWT,Month-to-month,Yes,No
4277-UDIEF,Month-to-month,No,No
1208-NBVFH,Month-to-month,Yes,No
4912-PIGUY,Month-to-month,Yes,No
1114-CENIM,Month-to-month,Yes,Yes
6060-DRTNL,Month-to-month,Yes,Yes
2725-TTRIQ,Two year,Yes,No
3374-TTZTK,Two year,Yes,No
8990-ZXLSU,Month-to-month,No,No
2275-RBYQS,Month-to-month,Yes,No
8473-VUVJN,Month-to-month,Yes,Yes
6289-CPNLD,One year,Yes,Yes
5536-SLHPM,Month-to-month,Yes,Yes
4419-UJMUS,Two year,Yes,No
7794-JASDG,Month-to-month,Yes,No
7609-YBPXG,Two year,No,No
5519-TEEUH,One year,Yes,No
7856-GANIL,One year,Yes,No
0804-XBFBV,Month-to-month,No,No
2676-OXPPQ,Month-to-month,Yes,No
3703-TTEPD,Month-to-month,No,No
2799-TSLAG,Two year,Yes,No
0196-VULGZ,Month-to-month,Yes,Yes
8837-VVWLQ,Month-to-month,No,Yes
2696-NARTR,Month-to-month,Yes,Yes
2208-NKVVH,Two year,No,No
7614-QVWQL,One year,Yes,Yes
1976-CFOCS,Month-to-month,No,Yes
4631-OACRM,Month-to-month,Yes,Yes
7139-JZFVG,Two year,No,No
4987-GQWPO,Month-to-month,No,No
3755-JBMNH,Month-to-month,Yes,Yes
1757-TCATG,One year,No,No
6345-ULYRW,One year,No,Yes
4776-XSKYQ,One year,No,No
8048-DSDFQ,Month-to-month,No,No
5753-QQWPW,One year,Yes,No
6010-DDPPW,Two year,No,No
1809-DMJHQ,Month-to-month,No,Yes
6693-FRIRW,Month-to-month,No,No
6586-MYGKD,Two year,Yes,No
3173-NVMPX,Month-to-month,Yes,No
0248-PGHBZ,Two year,Yes,No
0623-GDISB,Month-to-month,Yes,No
2892-GESUL,Two year,No,No
6923-EFPNL,Month-to-month,No,Yes
7472-EQOAV,One year,Yes,No
9574-RKJIF,Month-to-month,Yes,Yes
2043-WVTQJ,Month-to-month,No,No
8034-RYTVV,One year,Yes,No
3863-QSTYI,Month-to-month,Yes,No
2619-WFQWU,Month-to-month,Yes,Yes
5044-LRQAQ,Month-to-month,Yes,No
1716-LSAMB,Two year,No,No
1333-PBMXB,One year,Yes,No
6546-OPBBH,One year,Yes,No
5985-BEHZK,One year,No,No
9127-QRZMH,One year,Yes,No
5919-VCZYM,Month-to-month,No,No
9644-KVCNC,One year,Yes,No
2137-DQMEV,One year,No,No
8174-LNWMW,Two year,No,No
9279-CJEOJ,Month-to-month,Yes,No
7964-VEXDG,Month-to-month,No,No
2404-JIBFC,Two year,Yes,No
0778-NELLA,Month-to-month,Yes,Yes
8029-XYPWT,Two year,Yes,No
4614-NUVZD,Month-to-month,Yes,Yes
4632-PAOYU,One year,No,No
3803-KMQFW,Month-to-month,No,Yes
6804-GDMOI,Two year,Yes,Yes
2990-OGYTD,Two year,No,No
6646-JPPHA,Month-to-month,No,No
9572-MTILT,Month-to-month,Yes,Yes
7658-UYUQS,Month-to-month,No,No
7880-XSOJX,Month-to-month,No,No
9611-CTWIH,Month-to-month,Yes,Yes
4589-IUAJB,Two year,No,No
0329-GTIAJ,Month-to-month,Yes,Yes
8746-BFOAJ,One year,No,No
8457-XIGKN,Month-to-month,Yes,No
6072-NUQCB,One year,No,No
6629-CZTTH,Month-to-month,Yes,Yes
8838-GPHZP,Two year,Yes,No
8750-QWZAJ,Two year,No,No
5364-EVNIB,Month-to-month,Yes,Yes
6918-UMQCG,Month-to-month,No,No
0675-NCDYU,Two year,Yes,No
6339-DKLMK,Month-to-month,Yes,No
1346-PJWTK,Month-to-month,No,No
5088-QZLRL,Month-to-month,No,No
8023-QHAIO,Month-to-month,Yes,No
4397-FRLTA,Month-to-month,No,No
3057-VJJQE,Two year,No,No
5087-SUURX,Month-to-month,Yes,Yes
2302-OUZXB,Two year,No,No
8133-ANHHJ,One year,No,No
2270-CHBFN,Month-to-month,Yes,No
0013-EXCHZ,Month-to-month,Yes,Yes
5982-FPVQN,Month-to-month,Yes,No
9107-UKCKY,One year,Yes,No
4654-ULTTN,Two year,Yes,No
5550-VFRLC,Month-to-month,Yes,Yes
5546-BYZSM,Month-to-month,No,No
1492-KGETH,One year,No,No
4929-BSTRX,Month-to-month,Yes,Yes
4163-HFTUK,One year,No,No
8215-NGSPE,Two year,No,No
2225-ZRGSG,Two year,No,Yes
8859-YSTWS,One year,No,No
5271-YNWVR,Two year,Yes,Yes
7601-DHFWZ,Two year,No,No
2657-ALMWY,Month-to-month,No,Yes
6330-JKLPC,Month-to-month,Yes,Yes
4667-OHGKG,Month-to-month,Yes,Yes
1998-VHJHK,One year,No,No
1707-HABPF,One year,Yes,No
1660-HSOOQ,Month-to-month,Yes,Yes
7253-UVNDW,Two year,No,Yes
0487-VVUVK,Month-to-month,Yes,No
7228-OMTPN,Month-to-month,Yes,Yes
5063-IUOKK,Two year,No,No
4508-OEBEY,One year,Yes,No
0027-KWYKW,Month-to-month,Yes,No
2308-STERM,Month-to-month,No,No
5982-XMDEX,Two year,No,No
6284-AHOOQ,Month-to-month,Yes,Yes
6051-PTVNS,One year,No,No
2344-JMOGN,Month-to-month,Yes,Yes
3799-ISUZQ,Month-to-month,Yes,Yes
2877-VDUER,One year,No,No
9152-AMKAK,Two year,Yes,No
1794-HBQTJ,Month-to-month,Yes,Yes
9432-VOFYX,Month-to-month,Yes,No
8049-WJCLQ,Month-to-month,No,No
6586-PSJOX,One year,No,No
2460-FPSYH,Month-to-month,Yes,Yes
9705-ZJBCG,One year,No,No
4818-DRBQT,Month-to-month,Yes,Yes
1320-HTRDR,Month-to-month,Yes,Yes
6847-KJLTS,Month-to-month,Yes,No
9670-BPNXF,One year,Yes,No
3913-FCUUW,Two year,Yes,No
3301-VKTGC,One year,Yes,No
1493-AMTIE,Month-to-month,Yes,Yes
9555-SAHUZ,Month-to-month,No,No
0816-TSPHQ,Month-to-month,No,No
9932-WBWIK,Month-to-month,No,No
4619-EVPHY,One year,Yes,No
5286-YHCVC,Two year,Yes,No
6424-ELEYH,Month-to-month,Yes,Yes
4391-RESHN,Month-to-month,Yes,Yes
9115-YQHGA,Month-to-month,Yes,No
4462-CYWMH,Month-to-month,Yes,No
8963-MQVYN,Month-to-month,Yes,No
2458-EOMRE,Month-to-month,No,No
9334-GWGOW,Month-to-month,Yes,No
6821-BUXUX,Month-to-month,Yes,Yes
5028-HTLJB,Month-to-month,No,Yes
9801-GDWGV,Month-to-month,Yes,Yes
6542-LWGXJ,Month-to-month,No,No
5567-GZKQY,Two year,No,No
1222-LRYKO,Month-to-month,No,No
2320-JRSDE,Month-to-month,Yes,Yes
2087-QAREY,Month-to-month,Yes,No
0601-WZHJF,Month-to-month,No,Yes
4423-JWZJN,One year,No,No
5143-WMWOG,Month-to-month,No,Yes
6490-FGZAT,Month-to-month,No,No
5393-RXQSZ,Month-to-month,No,Yes
7452-FOLON,One year,No,No
2320-TZRRH,One year,No,No
0231-LXVAP,Month-to-month,Yes,Yes
9444-JTXHZ,Month-to-month,No,Yes
4942-VZZOM,One year,Yes,No
5510-BOIUJ,Month-to-month,No,Yes
7502-BNYGS,Month-to-month,Yes,No
4291-HYEBC,One year,Yes,No
6147-CBCRA,Month-to-month,No,No
6047-SUHPR,One year,No,No
4471-KXAUH,Month-to-month,Yes,Yes
9752-ZNQUT,Month-to-month,Yes,No
7638-QVMVY,Month-to-month,Yes,Yes
1576-PFZIW,Two year,No,No
5666-MBJPT,Two year,Yes,No
7312-XSBAT,Month-to-month,No,No
3096-GKWEB,Month-to-month,Yes,No
2371-JQHZZ,Month-to-month,Yes,No
0674-GCDXG,Two year,Yes,No
1121-QSIVB,One year,Yes,No
4396-KLSEH,Month-to-month,Yes,No
3244-DCJWY,Month-to-month,Yes,Yes
2824-MYYBN,Month-to-month,Yes,No
0875-CABNR,Month-to-month,Yes,Yes
6345-HOVES,Month-to-month,Yes,No
8318-LCNBW,One year,No,No
6469-QJKZW,Month-to-month,No,No
0147-ESWWR,Month-to-month,Yes,No
1217-VASWC,One year,Yes,No
7812-FZHPE,Month-to-month,No,Yes
6370-ZVHDV,Two year,No,No
5915-DGNVC,One year,No,No
6260-XLACS,One year,No,No
3566-CAAYU,Two year,No,No
4983-CCWMC,Month-to-month,Yes,No
9103-CXVOK,Month-to-month,No,No
2896-TBNBE,One year,No,No
4797-AXPXK,Month-to-month,Yes,Yes
5229-PRWKT,Month-to-month,Yes,Yes
6982-UQZLY,Month-to-month,Yes,Yes
2522-WLNSF,One year,No,No
3841-CONLJ,Month-to-month,No,No
5057-LCOUI,Month-to-month,Yes,Yes
0193-ESZXP,One year,Yes,Yes
4475-NVTLU,Two year,No,No
4369-HTUIF,Month-to-month,Yes,Yes
9386-LDCZR,One year,Yes,No
9585-KKMFD,Two year,Yes,No
5399-ZIMKF,Month-to-month,Yes,No
0336-KXKFK,Two year,Yes,No
5619-XZZKR,One year,No,No
3948-FVVRP,Month-to-month,No,No
5327-XOKKY,Two year,Yes,No
0983-TATYJ,One year,Yes,No
1813-JYWTO,Two year,No,No
0156-FVPTA,Month-to-month,Yes,Yes
1984-FCOWB,One year,Yes,Yes
0654-HMSHN,Month-to-month,No,Yes
6719-OXYBR,Month-to-month,No,No
3312-ZWLGF,Month-to-month,Yes,No
6476-YHMGA,Month-to-month,No,No
5287-QWLKY,Month-to-month,Yes,Yes
0795-XCCTE,Two year,No,No
0168-XZKBB,Month-to-month,Yes,No
3785-NRHYR,Month-to-month,No,No
5196-SGOAK,Month-to-month,Yes,Yes
4537-DKTAL,Month-to-month,No,No
7072-MBHEV,Month-to-month,Yes,No
5602-BVFMK,One year,No,No
6297-NOOPG,Two year,Yes,No
1891-UAWWU,Month-to-month,No,Yes
8204-TIFGJ,Month-to-month,Yes,No
8050-DVOJX,Two year,No,No
6108-OQZDQ,Month-to-month,Yes,Yes
0363-QJVFX,Month-to-month,Yes,Yes
8903-XEBGX,Month-to-month,Yes,No
8169-SAEJD,Two year,No,No
9840-DVNDC,Month-to-month,Yes,Yes
1089-XZWHH,Two year,Yes,No
2325-WINES,One year,Yes,No
6064-ZATLR,Two year,No,No
3096-JRDSO,Month-to-month,Yes,Yes
7824-PANSQ,Month-to-month,No,No
8042-JVNFH,Month-to-month,Yes,Yes
9648-BCHKM,Two year,Yes,No
2888-ADFAO,Two year,Yes,No
8707-HOEDG,Two year,Yes,No
3374-LXDEV,Month-to-month,No,Yes
4072-IPYLT,Month-to-month,No,No
7167-PCEYD,Two year,Yes,No
4936-YPJNK,Month-to-month,Yes,No
1580-BMCMR,Month-to-month,Yes,No
4817-KEQSP,Two year,No,No
6408-WHTEF,Two year,Yes,No
9251-AWQGT,Two year,No,No
8749-CLJXC,Month-to-month,No,No
7989-VCQOH,Month-to-month,No,No
5049-GLYVG,Month-to-month,No,Yes
4199-QHJNM,Two year,No,No
8882-TLVRW,Two year,No,No
5883-GTGVD,Month-to-month,Yes,Yes
5135-GRQJV,Two year,Yes,No
2384-OVPSA,Two year,No,No
1371-WEPDS,One year,No,No
3580-GICBM,Two year,Yes,No
4817-QRJSX,Month-to-month,Yes,Yes
9730-DRTMJ,One year,Yes,No
4686-UXDML,Month-to-month,Yes,No
3349-ANQNH,One year,Yes,No
2398-YPMUR,Month-to-month,Yes,Yes
0932-YIXYU,Two year,No,No
7480-SPLEF,Two year,Yes,No
7636-XUHWW,Month-to-month,Yes,No
1431-CYWMH,Month-to-month,No,No
5937-EORGB,Month-to-month,Yes,No
6349-JDHQP,Two year,No,No
5539-HIVAK,Month-to-month,No,No
5847-MXBEO,One year,No,No
9985-MWVIX,Month-to-month,Yes,Yes
4583-PARNH,Month-to-month,Yes,No
1116-FRYVH,Two year,No,No
1421-HCERK,Month-to-month,Yes,No
9633-XQABV,Month-to-month,Yes,No
0716-BQNDX,Two year,No,No
1265-XTECC,One year,Yes,Yes
1183-CANVH,One year,No,No
1972-XMUWV,Two year,Yes,No
8679-LZBMD,One year,Yes,No
3407-JMJQQ,Two year,Yes,No
6252-DFGTK,One year,No,No
1539-LNKHM,Month-to-month,No,No
8645-KOMJQ,Two year,Yes,No
0289-IVARM,Month-to-month,No,No
9761-XUJWD,Month-to-month,Yes,No
4057-FKCZK,Two year,No,No
4291-TPNFG,Two year,Yes,No
6087-YPWHO,Two year,No,No
3090-QFUVD,Month-to-month,No,No
2237-ZFSMY,One year,Yes,Yes
1722-LDZJS,One year,No,No
1818-ESQMW,Month-to-month,Yes,No
4871-JTKJF,Month-to-month,Yes,Yes
1415-YFWLT,Month-to-month,Yes,Yes
7401-RUBNK,Month-to-month,No,No
0506-YLVKJ,Two year,Yes,No
8661-BOYNW,Two year,Yes,No
6711-VTNRE,Month-to-month,Yes,Yes
4815-GBTCD,Month-to-month,Yes,No
2805-AUFQN,Two year,No,No
0980-PVMRC,Month-to-month,Yes,No
7233-DRTRF,Month-to-month,Yes,No
3500-RMZLT,Month-to-month,Yes,Yes
3873-NFTGI,Month-to-month,Yes,No
1162-ECVII,Two year,Yes,No
7048-GXDAY,Month-to-month,Yes,No
8571-ZCMCX,Two year,Yes,No
1169-WCVAK,Month-to-month,Yes,No
4548-SDBKE,Month-to-month,Yes,Yes
8066-POXGX,Month-to-month,Yes,Yes
7129-CAKJW,Month-to-month,No,No
8695-ARGXZ,Month-to-month,Yes,No
3570-YUEKJ,Month-to-month,Yes,No
4143-OOBWZ,Month-to-month,Yes,Yes
1555-HAPSU,Two year,No,No
1697-NVVGY,Month-to-month,No,No
7854-EKTJL,Month-to-month,Yes,Yes
8464-EETCQ,Two year,No,No
2419-FSORS,Two year,Yes,No
8132-YPVBX,Month-to-month,Yes,No
9102-IAYHT,Month-to-month,Yes,Yes
6754-LZUKA,Two year,No,No
3422-LYEPQ,Month-to-month,Yes,Yes
8099-MZPUJ,Two year,No,No
0787-LHDYT,Month-to-month,Yes,No
2642-DTVCO,Month-to-month,Yes,Yes
0374-IOEGQ,Month-to-month,No,No
4361-JEIVL,Month-to-month,Yes,Yes
3197-NNYNB,Two year,No,No
3396-DKDEL,Two year,Yes,No
1752-OZXFY,One year,Yes,No
9066-QRSDU,One year,Yes,No
9112-WSNPU,Month-to-month,No,No
9867-NNXLC,Month-to-month,Yes,No
5321-NTRKC,Two year,No,No
1363-TXLSL,Month-to-month,Yes,Yes
9507-EXLTT,Month-to-month,Yes,Yes
3161-GETRM,Month-to-month,Yes,No
0402-OAMEN,Two year,No,No
6933-VLYFX,One year,No,No
6754-WKSHP,One year,No,No
9846-GKXAS,Month-to-month,Yes,Yes
6017-PPLPX,Month-to-month,Yes,Yes
4976-LNFVV,Month-to-month,Yes,No
5055-MGMGF,Month-to-month,Yes,No
4641-FROLU,Two year,No,No
2862-JVEOY,One year,No,No
2969-QWUBZ,Month-to-month,No,No
9822-BIIGN,Month-to-month,No,No
2077-MPJQO,Month-to-month,Yes,No
1534-OULXE,One year,Yes,No
7136-RVDTZ,One year,Yes,Yes
2971-SGAFL,Month-to-month,Yes,No
1480-IVEVR,One year,Yes,No
2905-KFQUV,Month-to-month,Yes,No
4581-SSPWD,Month-to-month,Yes,Yes
3370-HXOPH,Month-to-month,No,No
9391-YZEJW,One year,Yes,No
9958-MEKUC,Two year,No,No
0281-CNTZX,Two year,Yes,No
6927-WTFIV,Month-to-month,No,Yes
4118-CEVPF,One year,Yes,No
3398-ZOUAA,Month-to-month,Yes,Yes
9114-VEPUF,One year,No,No
7876-BEUTG,Month-to-month,Yes,No
2338-BQEZT,Month-to-month,Yes,No
9873-MNDKV,Month-to-month,Yes,No
0378-NHQXU,Month-to-month,No,Yes
8241-JUIQO,One year,No,No
2194-IIQOF,Two year,No,No
4512-ZUIYL,Month-to-month,No,Yes
9631-RXVJM,Two year,No,No
9584-EXCDZ,Month-to-month,No,No
7969-AULMZ,Month-to-month,Yes,Yes
5093-FEGLU,Two year,No,No
2621-UDNLU,Month-to-month,No,No
7526-IVLYU,Month-to-month,Yes,No
2428-HYUNX,Two year,Yes,No
9214-EKVXR,Month-to-month,Yes,No
3410-MHHUM,One year,No,No
0568-ONFPC,Month-to-month,Yes,Yes
0733-VUNUW,Month-to-month,Yes,Yes
4550-EVXNY,Month-to-month,Yes,Yes
2122-YWVYA,Month-to-month,Yes,No
2968-SSGAA,Month-to-month,Yes,Yes
2296-DKZFP,Two year,No,No
4844-JJWUY,Month-to-month,Yes,Yes
6777-TGHTM,One year,Yes,Yes
8909-BOLNL,One year,No,No
6603-YRDCJ,Two year,Yes,No
3538-WZPHD,Month-to-month,Yes,Yes
3229-USWAR,One year,Yes,No
2138-VFAPZ,Two year,Yes,No
6131-JLWZM,Month-to-month,Yes,No
4785-QRJHC,One year,Yes,Yes
0269-XFESX,One year,No,No
1709-EJDOX,Two year,No,No
4316-XCSLJ,Month-to-month,Yes,No
8610-WFCJF,Month-to-month,Yes,Yes
9693-XMUOB,Month-to-month,Yes,No
0383-CLDDA,Two year,Yes,No
4905-JEFDW,One year,Yes,Yes
2709-UQGNP,Month-to-month,Yes,No
3549-ZTMNH,Two year,Yes,No
7881-INRLC,Month-to-month,Yes,Yes
8033-ATFAS,Month-to-month,Yes,No
1635-NZATJ,Two year,No,No
0562-HKHML,Two year,No,No
8277-RVRSV,One year,No,No
9943-VSZUV,Month-to-month,Yes,No
0117-LFRMW,Month-to-month,No,Yes
6172-FECYY,Month-to-month,No,Yes
7054-ENNGU,Month-to-month,No,No
1455-HFBXA,Two year,Yes,No
9402-CXWPL,One year,No,No
1628-BIZYP,Month-to-month,Yes,No
1965-AKTSX,Month-to-month,Yes,Yes
0082-LDZUE,Month-to-month,Yes,No
4786-UKSNZ,Month-to-month,No,Yes
5343-SGUBI,One year,Yes,No
0856-NAOES,Month-to-month,No,No
1976-AZZPJ,Month-to-month,No,No
7248-VZQLC,Month-to-month,Yes,Yes
6156-UZDLF,One year,Yes,No
3099-OONVS,Month-to-month,No,No
9500-WBGRP,Two year,Yes,No
5183-KLYEM,Two year,Yes,No
5144-PQCDZ,Month-to-month,Yes,No
8514-VZHEB,Two year,No,No
6625-IUTTT,Two year,No,No
9355-NPPFS,Month-to-month,Yes,No
0068-FIGTF,One year,No,No
5965-GGPRW,Two year,No,No
8035-PWSEV,Month-to-month,Yes,No
2236-HILPA,Two year,No,No
1840-BIUOG,One year,Yes,No
1356-MKYSK,Month-to-month,No,No
6080-LNESI,Two year,No,No
1830-IPXVJ,Two year,No,No
5828-DWPIL,Month-to-month,Yes,No
8398-TBIYD,Two year,Yes,No
0011-IGKFF,Month-to-month,Yes,Yes
4192-GORJT,Month-to-month,Yes,Yes
6496-SLWHQ,Month-to-month,Yes,Yes
9912-GVSEQ,Month-to-month,Yes,Yes
2931-FSOHN,Month-to-month,Yes,No
9418-RUKPH,Two year,Yes,No
5383-MMTWC,Month-to-month,Yes,Yes
9971-ZWPBF,Month-to-month,Yes,No
4712-AUQZO,Month-to-month,No,No
9711-FJTBX,One year,Yes,No
2908-ZTPNF,Month-to-month,Yes,No
7240-ETPTR,Month-to-month,Yes,Yes
2202-CUYXZ,Month-to-month,Yes,Yes
5995-OIGLP,Month-to-month,No,Yes
8421-WZOOW,Month-to-month,Yes,No
6261-RCVNS,One year,No,Yes
7951-QKZPL,Two year,Yes,Yes
1414-YADCW,Two year,No,No
8756-RDDLT,Month-to-month,No,No
2862-PFNIK,Month-to-month,Yes,No
5816-QVHRX,Month-to-month,No,No
4430-YHXGG,Month-to-month,Yes,No
6888-SBYAI,Month-to-month,Yes,No
7395-XWZOY,Month-to-month,Yes,No
7169-YWAMK,Two year,No,No
3640-PHQXK,Month-to-month,Yes,Yes
6877-LGWXO,Month-to-month,No,Yes
6859-RKMZJ,Month-to-month,Yes,No
2729-VNVAP,Two year,No,No
2957-JIRMN,One year,No,No
2049-BAFNW,Month-to-month,No,No
3842-QTGDL,Month-to-month,No,No
7163-OCEQI,One year,Yes,No
9782-LGXMC,Month-to-month,No,No
5975-BAICR,One year,Yes,No
8019-ENHXU,Month-to-month,Yes,Yes
5167-GBFRE,Month-to-month,Yes,Yes
9033-EOXWV,One year,No,Yes
4673-KKSLS,Month-to-month,No,No
4853-OITSN,Month-to-month,Yes,No
9800-OUIGR,Two year,No,No
1324-NLTJE,Month-to-month,No,Yes
2324-EFHVG,Two year,Yes,No
7094-MSZAO,Month-to-month,Yes,No
1522-VVDMG,Month-to-month,Yes,Yes
6907-CQGPN,Month-to-month,No,No
0780-XNZFN,Two year,No,No
0239-OXEXL,Month-to-month,No,No
2675-IJRGJ,Two year,No,No
7049-GKVZY,One year,No,No
8577-QSOCG,Two year,Yes,No
3721-CNZHX,One year,No,No
0212-ISBBF,Month-to-month,Yes,No
9185-TQCVP,Month-to-month,Yes,Yes
3585-YNADK,One year,No,No
5271-DBYSJ,Month-to-month,Yes,No
1099-GODLO,Two year,No,No
6828-HMKWP,Two year,No,No
5567-WSELE,Month-to-month,Yes,Yes
1472-TNCWL,Month-to-month,Yes,No
8063-RJYNF,Month-to-month,Yes,Yes
0687-ZVTHB,One year,No,Yes
2080-GKCWQ,Month-to-month,No,No
9661-ACXBS,Month-to-month,Yes,Yes
2193-SFWQW,Two year,No,No
5656-JAMLX,Two year,No,No
3462-BJQQA,Month-to-month,Yes,No
0442-TDYUO,Two year,Yes,No
6733-LRIZX,Two year,Yes,No
9503-XJUME,One year,No,No
4367-NHWMM,Month-to-month,Yes,No
3727-RJMEO,Month-to-month,Yes,Yes
3779-OSWCF,Two year,No,No
6736-DHUQI,One year,No,No
3915-ODIYG,One year,Yes,No
1360-RCYRT,Month-to-month,Yes,No
2724-FJDYW,One year,No,No
4451-RWASJ,One year,Yes,No
6646-VRFOL,Month-to-month,Yes,Yes
3460-TJBWI,Two year,No,No
5917-HBSDW,Month-to-month,No,No
5685-IIXLY,Month-to-month,Yes,Yes
5671-UUNXD,One year,Yes,No
0956-ACVZC,One year,Yes,No
2325-NBPZG,Month-to-month,Yes,No
4250-ZBWLV,One year,No,Yes
4482-FTFFX,Month-to-month,No,No
8859-DZTGQ,Two year,No,No
0440-MOGPM,One year,Yes,No
0020-JDNXP,One year,No,No
3752-CQSJI,Month-to-month,Yes,No
5025-GOOKI,Month-to-month,Yes,No
4698-KVLLG,Two year,No,No
5095-AESKG,Month-to-month,Yes,Yes
2887-JPYLU,Month-to-month,No,No
4770-QAZXN,Month-to-month,No,No
4896-CPRPF,Two year,No,No
1871-MOWRM,Month-to-month,No,Yes
9714-EDSUC,Month-to-month,Yes,No
2027-OAQQC,Month-to-month,Yes,Yes
0282-NVSJS,Month-to-month,Yes,No
9090-SGQXL,Month-to-month,Yes,Yes
6595-YGXIT,Month-to-month,Yes,Yes
7353-YOWFP,One year,No,No
9835-ZIITK,One year,Yes,Yes
8008-ESFLK,One year,No,No
7537-CBQUZ,Month-to-month,Yes,No
1555-DJEQW,Two year,Yes,Yes
5649-TJHOV,Month-to-month,No,Yes
0519-XUZJU,Month-to-month,No,Yes
3363-EWLGO,Month-to-month,No,No
4750-UKWJK,One year,No,No
6338-AVWCY,Month-to-month,Yes,Yes
1689-YQBYY,Month-to-month,Yes,No
4487-ZYJZK,One year,No,No
2959-FENLU,Month-to-month,Yes,No
0708-LGSMF,Month-to-month,Yes,No
9253-QXKBE,Month-to-month,Yes,Yes
7634-HLQJR,Two year,No,No
0487-RPVUM,Month-to-month,No,No
4079-ULGFR,Month-to-month,No,No
2516-XSJKX,Two year,No,No
0057-QBUQH,Two year,Yes,No
9445-SZLCH,Month-to-month,Yes,Yes
6599-SFQVE,Month-to-month,Yes,No
8331-ZXFOE,One year,Yes,No
